nivel,objeto,taxonomia_id,area,principal,confianza,fuente,asignada_en
acta,decada_votada:sen:1074,POLINST.ORGEST,POLINST,0,0.85,agente:texto,2026-09-06T13:33:37Z
acta,decada_votada:sen:1075,DESREG.MODEST,DESREG,0,0.85,agente:texto,2026-09-06T13:36:42Z
acta,decada_votada:sen:1075,INFRA.TRANSP,INFRA,0,0.85,agente:texto,2026-09-06T13:36:42Z
acta,decada_votada:sen:1075,JUST.SEGINT,JUST,1,0.85,agente:texto,2026-09-06T13:36:42Z
acta,decada_votada:sen:1075,POLINST.ORGEST,POLINST,0,0.85,agente:texto,2026-09-06T13:36:42Z
acta,decada_votada:sen:1076,DESREG.MODEST,DESREG,0,0.85,agente:texto,2026-09-06T13:32:12Z
acta,decada_votada:sen:1076,INFRA.TRANSP,INFRA,0,0.85,agente:texto,2026-09-06T13:32:12Z
acta,decada_votada:sen:1076,JUST.SEGINT,JUST,1,0.85,agente:texto,2026-09-06T13:32:12Z
acta,decada_votada:sen:1076,POLINST.ORGEST,POLINST,0,0.85,agente:texto,2026-09-06T13:32:12Z
acta,decada_votada:sen:1077,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:32:39Z
acta,decada_votada:sen:1079,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:54:39Z
acta,decada_votada:sen:1082,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:25:36Z
acta,decada_votada:sen:1082,PROD.AGRO,PROD,0,0.95,agente:texto,2026-09-06T14:25:36Z
acta,decada_votada:sen:1083,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T13:46:26Z
acta,decada_votada:sen:1084,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T13:45:52Z
acta,decada_votada:sen:1088,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T13:52:34Z
acta,decada_votada:sen:1088,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T13:52:34Z
acta,decada_votada:sen:1090,DERSOC.DDHH,DERSOC,1,0.9,agente:texto,2026-09-06T14:30:00Z
acta,decada_votada:sen:1090,ECON.PRESU,ECON,0,0.9,agente:texto,2026-09-06T14:30:00Z
acta,decada_votada:sen:1090,JUST.PENAL,JUST,0,0.9,agente:texto,2026-09-06T14:30:00Z
acta,decada_votada:sen:1093,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:47:24Z
acta,decada_votada:sen:1096,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:09:08Z
acta,decada_votada:sen:1098,AMB.AGUA,AMB,0,0.95,agente:texto,2026-09-06T14:11:41Z
acta,decada_votada:sen:1098,AMB.BOSQUE,AMB,0,0.95,agente:texto,2026-09-06T14:11:41Z
acta,decada_votada:sen:1098,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:11:41Z
acta,decada_votada:sen:1098,ECON.COPART,ECON,0,0.95,agente:texto,2026-09-06T14:11:41Z
acta,decada_votada:sen:1099,JUST.CIVCOM,JUST,1,0.95,agente:texto,2026-09-06T14:35:27Z
acta,decada_votada:sen:1099,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T14:35:27Z
acta,decada_votada:sen:1100,PROD.INDPYME,PROD,1,0.99,manual,2026-09-07T19:08:32Z
acta,decada_votada:sen:1103,DEF.DEFENSA,DEF,1,0.95,agente:texto,2026-09-06T14:01:20Z
acta,decada_votada:sen:1103,DEF.EXTERIOR,DEF,0,0.95,agente:texto,2026-09-06T14:01:20Z
acta,decada_votada:sen:1103,DEF.TRATADO,DEF,0,0.95,agente:texto,2026-09-06T14:01:20Z
acta,decada_votada:sen:1104,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:41:10Z
acta,decada_votada:sen:1105,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:41:05Z
acta,decada_votada:sen:1106,JUST.SEGINT,JUST,0,0.95,agente:texto,2026-09-06T14:07:02Z
acta,decada_votada:sen:1106,POLINST.ETICA,POLINST,0,0.95,agente:texto,2026-09-06T14:07:02Z
acta,decada_votada:sen:1106,PROD.AGRO,PROD,1,0.95,agente:texto,2026-09-06T14:07:02Z
acta,decada_votada:sen:1106,PROD.COMEX,PROD,0,0.95,agente:texto,2026-09-06T14:07:02Z
acta,decada_votada:sen:1107,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-09-06T14:15:29Z
acta,decada_votada:sen:1107,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T14:15:29Z
acta,decada_votada:sen:1107,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:15:29Z
acta,decada_votada:sen:1108,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-09-06T13:58:29Z
acta,decada_votada:sen:1108,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T13:58:29Z
acta,decada_votada:sen:1108,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T13:58:29Z
acta,decada_votada:sen:1109,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-09-06T14:05:51Z
acta,decada_votada:sen:1109,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:05:51Z
acta,decada_votada:sen:1110,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-09-06T14:05:54Z
acta,decada_votada:sen:1110,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T14:05:54Z
acta,decada_votada:sen:1110,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:05:54Z
acta,decada_votada:sen:1111,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-09-06T14:06:11Z
acta,decada_votada:sen:1111,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T14:06:11Z
acta,decada_votada:sen:1111,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:06:11Z
acta,decada_votada:sen:1112,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-09-06T14:06:18Z
acta,decada_votada:sen:1112,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T14:06:18Z
acta,decada_votada:sen:1112,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:06:18Z
acta,decada_votada:sen:1114,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:21:20Z
acta,decada_votada:sen:1114,JUST.PENAL,JUST,0,0.95,agente:texto,2026-09-06T14:21:20Z
acta,decada_votada:sen:1115,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:19:45Z
acta,decada_votada:sen:1115,PROD.AGRO,PROD,0,0.95,agente:texto,2026-09-06T14:19:45Z
acta,decada_votada:sen:1115,PROD.COMEX,PROD,0,0.95,agente:texto,2026-09-06T14:19:45Z
acta,decada_votada:sen:1116,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T13:40:07Z
acta,decada_votada:sen:1116,EDU.SUPERIOR,EDU,0,0.95,agente:texto,2026-09-06T13:40:07Z
acta,decada_votada:sen:1119,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:37:18Z
acta,decada_votada:sen:1120,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:02:56Z
acta,decada_votada:sen:1121,SALUD.MENTAL,SALUD,0,0.95,agente:texto,2026-09-06T13:34:55Z
acta,decada_votada:sen:1121,SALUD.SISTEMA,SALUD,1,0.95,agente:texto,2026-09-06T13:34:55Z
acta,decada_votada:sen:1123,DESREG.EMPUB,DESREG,1,0.85,agente:texto,2026-09-06T14:05:12Z
acta,decada_votada:sen:1123,ECON.PRESU,ECON,0,0.85,agente:texto,2026-09-06T14:05:12Z
acta,decada_votada:sen:1123,INFRA.TRANSP,INFRA,0,0.85,agente:texto,2026-09-06T14:05:12Z
acta,decada_votada:sen:1124,DEF.DEFENSA,DEF,1,0.95,agente:texto,2026-09-06T13:47:38Z
acta,decada_votada:sen:1124,DEF.TRATADO,DEF,0,0.95,agente:texto,2026-09-06T13:47:38Z
acta,decada_votada:sen:1125,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:20:56Z
acta,decada_votada:sen:1125,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:20:56Z
acta,decada_votada:sen:1125,ECON.DEUDA,ECON,0,0.95,agente:texto,2026-09-06T14:20:56Z
acta,decada_votada:sen:1127,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:52:17Z
acta,decada_votada:sen:1127,JUST.CIVCOM,JUST,1,0.95,agente:texto,2026-09-06T13:52:17Z
acta,decada_votada:sen:1128,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:43:51Z
acta,decada_votada:sen:1128,TRAB.PREV,TRAB,0,0.95,agente:texto,2026-09-06T14:43:51Z
acta,decada_votada:sen:1129,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T13:46:57Z
acta,decada_votada:sen:1130,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T14:30:09Z
acta,decada_votada:sen:1132,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:40:19Z
acta,decada_votada:sen:1132,DERSOC.DDHH,DERSOC,1,0.95,agente:texto,2026-09-06T13:40:19Z
acta,decada_votada:sen:1132,POLINST.ORGEST,POLINST,0,0.95,agente:texto,2026-09-06T13:40:19Z
acta,decada_votada:sen:1133,AUX.TRAMITE,AUX,0,0.85,agente:texto,2026-09-06T13:35:50Z
acta,decada_votada:sen:1133,DEF.EXTERIOR,DEF,1,0.85,agente:texto,2026-09-06T13:35:50Z
acta,decada_votada:sen:1146,TRAB.PREV,TRAB,1,0.99,manual,2026-09-07T19:08:32Z
acta,decada_votada:sen:1155,AMB.BOSQUE,AMB,0,0.85,agente:texto,2026-09-06T13:48:02Z
acta,decada_votada:sen:1155,DEF.DEFENSA,DEF,1,0.85,agente:texto,2026-09-06T13:48:02Z
acta,decada_votada:sen:1155,DESREG.EMPUB,DESREG,0,0.85,agente:texto,2026-09-06T13:48:02Z
acta,decada_votada:sen:1155,ECON.COPART,ECON,0,0.85,agente:texto,2026-09-06T13:48:02Z
acta,decada_votada:sen:1155,INFRA.VIVIENDA,INFRA,0,0.85,agente:texto,2026-09-06T13:48:02Z
acta,decada_votada:sen:1156,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:08:40Z
acta,decada_votada:sen:1159,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-09-06T14:50:44Z
acta,decada_votada:sen:1160,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:55:19Z
acta,decada_votada:sen:1161,CYT.CIENCIA,CYT,1,0.95,agente:texto,2026-09-06T14:35:38Z
acta,decada_votada:sen:1161,DEF.EXTERIOR,DEF,0,0.95,agente:texto,2026-09-06T14:35:38Z
acta,decada_votada:sen:1161,POLINST.ETICA,POLINST,0,0.95,agente:texto,2026-09-06T14:35:38Z
acta,decada_votada:sen:1162,AMB.CLIMA,AMB,0,0.85,agente:texto,2026-09-06T14:35:32Z
acta,decada_votada:sen:1162,DESREG.MODEST,DESREG,0,0.85,agente:texto,2026-09-06T14:35:32Z
acta,decada_votada:sen:1162,ECON.EMERG,ECON,1,0.85,agente:texto,2026-09-06T14:35:32Z
acta,decada_votada:sen:1162,PROD.AGRO,PROD,0,0.85,agente:texto,2026-09-06T14:35:32Z
acta,decada_votada:sen:1163,AMB.CLIMA,AMB,0,0.95,agente:texto,2026-09-06T14:19:53Z
acta,decada_votada:sen:1163,DESREG.DESECO,DESREG,0,0.95,agente:texto,2026-09-06T14:19:53Z
acta,decada_votada:sen:1163,ECON.EMERG,ECON,1,0.95,agente:texto,2026-09-06T14:19:53Z
acta,decada_votada:sen:1163,PROD.AGRO,PROD,0,0.95,agente:texto,2026-09-06T14:19:53Z
acta,decada_votada:sen:1163,PROD.COMEX,PROD,0,0.95,agente:texto,2026-09-06T14:19:53Z
acta,decada_votada:sen:1164,DESREG.DESECO,DESREG,0,0.9,agente:texto,2026-09-06T14:26:36Z
acta,decada_votada:sen:1164,ECON.TRIB,ECON,0,0.9,agente:texto,2026-09-06T14:26:36Z
acta,decada_votada:sen:1164,SALUD.ADICC,SALUD,1,0.9,agente:texto,2026-09-06T14:26:36Z
acta,decada_votada:sen:1165,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:49:04Z
acta,decada_votada:sen:1165,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:49:04Z
acta,decada_votada:sen:1166,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:19:18Z
acta,decada_votada:sen:1166,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:19:18Z
acta,decada_votada:sen:1167,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:18:25Z
acta,decada_votada:sen:1168,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:16:48Z
acta,decada_votada:sen:1168,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:16:48Z
acta,decada_votada:sen:1169,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:17:43Z
acta,decada_votada:sen:1169,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:17:43Z
acta,decada_votada:sen:1170,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:18:22Z
acta,decada_votada:sen:1170,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:18:22Z
acta,decada_votada:sen:1171,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:17:24Z
acta,decada_votada:sen:1171,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:17:24Z
acta,decada_votada:sen:1172,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:16:51Z
acta,decada_votada:sen:1172,ECON.PRESU,ECON,1,0.99,manual,2026-09-07T19:08:32Z
acta,decada_votada:sen:1173,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:16:20Z
acta,decada_votada:sen:1173,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:16:20Z
acta,decada_votada:sen:1174,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:07:20Z
acta,decada_votada:sen:1174,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:07:20Z
acta,decada_votada:sen:1175,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:21:48Z
acta,decada_votada:sen:1175,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:21:48Z
acta,decada_votada:sen:1176,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:21:27Z
acta,decada_votada:sen:1176,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:21:27Z
acta,decada_votada:sen:1177,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:21:51Z
acta,decada_votada:sen:1178,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:22:19Z
acta,decada_votada:sen:1178,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:22:19Z
acta,decada_votada:sen:1179,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:08:15Z
acta,decada_votada:sen:1179,ECON.PRESU,ECON,1,0.95,agente:texto,2026-09-06T14:08:15Z
acta,decada_votada:sen:1180,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T14:02:54Z
acta,decada_votada:sen:1181,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:47:12Z
acta,decada_votada:sen:1182,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:47:03Z
acta,decada_votada:sen:1183,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:49:11Z
acta,decada_votada:sen:1183,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:49:11Z
acta,decada_votada:sen:1184,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:48:34Z
acta,decada_votada:sen:1184,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:48:34Z
acta,decada_votada:sen:1185,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:48:54Z
acta,decada_votada:sen:1185,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:48:54Z
acta,decada_votada:sen:1186,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:49:20Z
acta,decada_votada:sen:1186,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:49:20Z
acta,decada_votada:sen:1187,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:48:45Z
acta,decada_votada:sen:1187,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:48:45Z
acta,decada_votada:sen:1189,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-09-06T13:41:32Z
acta,decada_votada:sen:1189,DERSOC.GENERO,DERSOC,1,0.95,agente:texto,2026-09-06T13:41:32Z
acta,decada_votada:sen:1189,JUST.PENAL,JUST,0,0.95,agente:texto,2026-09-06T13:41:32Z
acta,decada_votada:sen:1190,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-09-06T13:41:02Z
acta,decada_votada:sen:1190,DERSOC.GENERO,DERSOC,1,0.95,agente:texto,2026-09-06T13:41:02Z
acta,decada_votada:sen:1190,JUST.PENAL,JUST,0,0.95,agente:texto,2026-09-06T13:41:02Z
acta,decada_votada:sen:1193,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-09-06T14:32:31Z
acta,decada_votada:sen:1193,DERSOC.NINEZ,DERSOC,0,0.95,agente:texto,2026-09-06T14:32:31Z
acta,decada_votada:sen:1193,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:32:31Z
acta,decada_votada:sen:1194,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-09-06T14:08:18Z
acta,decada_votada:sen:1194,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:08:18Z
acta,decada_votada:sen:1194,JUST.SEGINT,JUST,0,0.95,agente:texto,2026-09-06T14:08:18Z
acta,decada_votada:sen:1195,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-09-06T14:11:53Z
acta,decada_votada:sen:1195,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:11:53Z
acta,decada_votada:sen:1195,JUST.SEGINT,JUST,0,0.95,agente:texto,2026-09-06T14:11:53Z
acta,decada_votada:sen:1196,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T13:47:30Z
acta,decada_votada:sen:1199,TRAB.LABOR,TRAB,1,0.95,agente:texto,2026-09-06T14:48:57Z
acta,decada_votada:sen:1200,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T14:39:43Z
acta,decada_votada:sen:1201,DESREG.MODEST,DESREG,0,0.95,agente:texto,2026-09-06T13:29:51Z
acta,decada_votada:sen:1201,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T13:29:51Z
acta,decada_votada:sen:1202,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:35:37Z
acta,decada_votada:sen:1203,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:52:32Z
acta,decada_votada:sen:1204,AUX.TRAMITE,AUX,0,0.75,agente:texto,2026-09-06T13:30:56Z
acta,decada_votada:sen:1204,DESREG.EMPUB,DESREG,1,0.75,agente:texto,2026-09-06T13:30:56Z
acta,decada_votada:sen:1204,INFRA.OBRA,INFRA,0,0.75,agente:texto,2026-09-06T13:30:56Z
acta,decada_votada:sen:1204,POLINST.ORGEST,POLINST,0,0.75,agente:texto,2026-09-06T13:30:56Z
acta,decada_votada:sen:1206,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T13:42:30Z
acta,decada_votada:sen:1207,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:43:00Z
acta,decada_votada:sen:1208,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T14:36:50Z
acta,decada_votada:sen:1208,ENER.COMBUS,ENER,0,0.95,agente:texto,2026-09-06T14:36:50Z
acta,decada_votada:sen:1209,ECON.EMERG,ECON,0,0.95,agente:texto,2026-09-06T13:30:37Z
acta,decada_votada:sen:1209,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T13:30:37Z
acta,decada_votada:sen:1210,ECON.EMERG,ECON,0,0.95,agente:texto,2026-09-06T13:30:29Z
acta,decada_votada:sen:1210,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T13:30:29Z
acta,decada_votada:sen:1211,ECON.EMERG,ECON,0,0.95,agente:texto,2026-09-06T13:30:26Z
acta,decada_votada:sen:1211,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T13:30:26Z
acta,decada_votada:sen:1212,ECON.EMERG,ECON,0,0.95,agente:texto,2026-09-06T13:30:19Z
acta,decada_votada:sen:1212,ECON.PRESU,ECON,0,0.95,agente:texto,2026-09-06T13:30:19Z
acta,decada_votada:sen:1212,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T13:30:19Z
acta,decada_votada:sen:1213,ECON.EMERG,ECON,0,0.95,agente:texto,2026-09-06T13:29:58Z
acta,decada_votada:sen:1213,ECON.TRIB,ECON,1,0.99,manual,2026-09-07T19:08:32Z
acta,decada_votada:sen:1214,ECON.EMERG,ECON,1,0.95,agente:texto,2026-09-06T14:28:13Z
acta,decada_votada:sen:1216,CYT.PI,CYT,0,0.85,agente:texto,2026-09-06T14:15:54Z
acta,decada_votada:sen:1216,JUST.CIVCOM,JUST,1,0.85,agente:texto,2026-09-06T14:15:54Z
acta,decada_votada:sen:1216,PROD.COMEX,PROD,0,0.85,agente:texto,2026-09-06T14:15:54Z
acta,decada_votada:sen:1217,AMB.CLIMA,AMB,0,0.85,agente:texto,2026-09-06T13:51:44Z
acta,decada_votada:sen:1217,ECON.PRESU,ECON,0,0.85,agente:texto,2026-09-06T13:51:44Z
acta,decada_votada:sen:1217,PROD.AGRO,PROD,1,0.85,agente:texto,2026-09-06T13:51:44Z
acta,decada_votada:sen:1218,AUX.HOMENAJE,AUX,0,0.9,agente:texto,2026-09-06T13:47:15Z
acta,decada_votada:sen:1218,DEF.DEFENSA,DEF,1,0.9,agente:texto,2026-09-06T13:47:15Z
acta,decada_votada:sen:1219,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T14:46:06Z
acta,decada_votada:sen:1221,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-09-06T14:28:11Z
acta,decada_votada:sen:1225,DESREG.EMPUB,DESREG,1,0.95,agente:texto,2026-09-06T13:40:56Z
acta,decada_votada:sen:1225,INFRA.TRANSP,INFRA,0,0.95,agente:texto,2026-09-06T13:40:56Z
acta,decada_votada:sen:1225,JUST.PROPIED,JUST,0,0.95,agente:texto,2026-09-06T13:40:56Z
acta,decada_votada:sen:1226,ECON.TRIB,ECON,1,0.85,agente:texto,2026-09-06T14:22:16Z
acta,decada_votada:sen:1226,PROD.AGRO,PROD,0,0.85,agente:texto,2026-09-06T14:22:16Z
acta,decada_votada:sen:1226,SALUD.ADICC,SALUD,0,0.85,agente:texto,2026-09-06T14:22:16Z
acta,decada_votada:sen:1228,DEF.DEFENSA,DEF,1,0.95,agente:texto,2026-09-06T14:26:19Z
acta,decada_votada:sen:1228,DEF.EXTERIOR,DEF,0,0.95,agente:texto,2026-09-06T14:26:19Z
acta,decada_votada:sen:1228,POLINST.ORGEST,POLINST,0,0.95,agente:texto,2026-09-06T14:26:19Z
acta,decada_votada:sen:1229,EDU.BASICA,EDU,1,0.85,agente:texto,2026-09-06T14:11:10Z
acta,decada_votada:sen:1229,POLINST.ORGEST,POLINST,0,0.85,agente:texto,2026-09-06T14:11:10Z
acta,decada_votada:sen:1231,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T13:30:47Z
acta,decada_votada:sen:1231,INFRA.TELECOM,INFRA,0,0.95,agente:texto,2026-09-06T13:30:47Z
acta,decada_votada:sen:1232,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:47:51Z
acta,decada_votada:sen:1232,SALUD.MEDIC,SALUD,0,0.95,agente:texto,2026-09-06T14:47:51Z
acta,decada_votada:sen:1238,AUX.HOMENAJE,AUX,0,0.95,agente:texto,2026-09-06T14:34:27Z
acta,decada_votada:sen:1238,CULT.CULTURA,CULT,1,0.95,agente:texto,2026-09-06T14:34:27Z
acta,decada_votada:sen:1240,CYT.CIBER,CYT,0,0.85,agente:texto,2026-09-06T14:20:01Z
acta,decada_votada:sen:1240,DERSOC.DDHH,DERSOC,1,0.85,agente:texto,2026-09-06T14:20:01Z
acta,decada_votada:sen:1240,POLINST.ETICA,POLINST,0,0.85,agente:texto,2026-09-06T14:20:01Z
acta,decada_votada:sen:1241,AUX.HOMENAJE,AUX,0,0.85,agente:texto,2026-09-06T14:07:13Z
acta,decada_votada:sen:1241,CULT.CULTURA,CULT,1,0.85,agente:texto,2026-09-06T14:07:13Z
acta,decada_votada:sen:1242,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:53:43Z
acta,decada_votada:sen:1243,AUX.HOMENAJE,AUX,0,0.85,agente:texto,2026-09-06T14:16:15Z
acta,decada_votada:sen:1243,CULT.CULTURA,CULT,1,0.85,agente:texto,2026-09-06T14:16:15Z
acta,decada_votada:sen:1246,DEF.EXTERIOR,DEF,1,0.85,agente:texto,2026-09-06T14:26:23Z
acta,decada_votada:sen:1246,POLINST.ETICA,POLINST,0,0.85,agente:texto,2026-09-06T14:26:23Z
acta,decada_votada:sen:125,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T14:38:13Z
acta,decada_votada:sen:125,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:38:13Z
acta,decada_votada:sen:1250,AMB.CLIMA,AMB,0,0.9,agente:texto,2026-09-06T14:01:01Z
acta,decada_votada:sen:1250,DESREG.DESECO,DESREG,0,0.9,agente:texto,2026-09-06T14:01:01Z
acta,decada_votada:sen:1250,ENER.ELEC,ENER,1,0.9,agente:texto,2026-09-06T14:01:01Z
acta,decada_votada:sen:1250,PROD.COMEX,PROD,0,0.9,agente:texto,2026-09-06T14:01:01Z
acta,decada_votada:sen:1253,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T14:45:12Z
acta,decada_votada:sen:1254,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-09-06T14:38:52Z
acta,decada_votada:sen:1254,TRAB.EMPLEOPUB,TRAB,0,0.95,agente:texto,2026-09-06T14:38:52Z
acta,decada_votada:sen:1254,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T14:38:52Z
acta,decada_votada:sen:1255,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:44:02Z
acta,decada_votada:sen:126,JUST.PENAL,JUST,1,0.95,agente:texto,2026-09-06T14:04:47Z
acta,decada_votada:sen:1260,AUX.TRAMITE,AUX,0,0.85,agente:texto,2026-09-06T14:23:14Z
acta,decada_votada:sen:1260,ECON.COPART,ECON,0,0.85,agente:texto,2026-09-06T14:23:14Z
acta,decada_votada:sen:1260,JUST.PROPIED,JUST,1,0.85,agente:texto,2026-09-06T14:23:14Z
acta,decada_votada:sen:1262,ECON.MON,ECON,0,0.95,agente:texto,2026-09-06T14:26:10Z
acta,decada_votada:sen:1262,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T14:26:10Z
acta,decada_votada:sen:1262,PROD.INDPYME,PROD,0,0.95,agente:texto,2026-09-06T14:26:10Z
